Embedded Platform Name,SMB Name,Loan Funded On,Loan Amount,Pipe Fees,Repaid Total So Far,Liquidity Risk,Revenue Drop Risk,Non-Payment Risk
Housecall Pro,SMB_93529,2024-05-25 17:39:41.302148,42864,3086.83,32914.17921670619,0,0,0
Priority,SMB_19259,2024-04-05 17:39:40.783914,34804,2874.47,29202.2515751313,0,0,0
Priority,SMB_19280,2024-04-01 17:39:40.784027,51263,4933.45,46136.700000000004,1,0,0
Priority,SMB_35321,2024-06-25 17:39:40.900676,45199,4083.25,25741.850673702153,0,1,0
Housecall Pro,SMB_67494,2024-11-27 17:39:41.118984,53486,3145.01,13666.370422033766,0,0,0
Housecall Pro,SMB_77169,2024-03-29 17:39:41.197343,34250,1960.54,29187.16516106184,0,0,1
Housecall Pro,SMB_72749,2024-06-23 17:39:41.167622,33799,1887.7,18920.404758620465,0,0,0
Housecall Pro,SMB_79428,2024-09-12 17:39:41.211355,48360,3854.32,20707.674425406287,0,0,0
Priority,SMB_11001,2024-10-26 17:39:40.724200,43112,4964.39,14615.946294988858,0,0,0
Housecall Pro,SMB_57832,2024-09-06 17:39:41.061258,42326,3919.64,18954.75047888519,0,0,0
Boulevard,SMB_47733,2024-05-26 17:39:40.987915,44535,4411.0,33264.65570701519,0,0,0
Housecall Pro,SMB_97903,2024-11-27 17:39:41.330968,49305,2643.31,11903.13080289382,0,0,0
Housecall Pro,SMB_72879,2024-08-11 17:39:41.168849,55027,4827.32,24932.89831639969,0,0,0
Housecall Pro,SMB_86242,2024-11-28 17:39:41.256722,62824,3441.5,13336.983068070935,0,0,0
Housecall Pro,SMB_99729,2024-07-10 17:39:41.342975,42855,3081.34,24475.148610341716,0,0,0
Housecall Pro,SMB_70997,2024-12-17 17:39:41.150510,53327,2741.4,8679.17724717424,0,0,0
Priority,SMB_39458,2024-12-29 17:39:40.929527,38649,4412.84,5393.042216025048,0,0,0
Priority,SMB_120,2024-09-29 17:39:40.644924,62265,6917.8,21458.296916080984,0,0,0
Housecall Pro,SMB_77805,2024-11-07 17:39:41.201174,41498,2278.32,11981.579403106976,0,1,0
Housecall Pro,SMB_78167,2024-11-06 17:39:41.203265,53924,5282.95,15336.206367880057,1,0,0
Housecall Pro,SMB_89689,2025-01-04 17:39:41.278590,49297,4760.85,7173.850962477003,0,0,0
Housecall Pro,SMB_94086,2024-04-13 17:39:41.305719,50196,4691.4,39304.87913362386,0,0,0
Priority,SMB_18046,2024-12-19 17:39:40.774866,59187,3882.86,9682.764052213435,0,1,0
Boulevard,SMB_51090,2024-12-05 17:39:41.012119,61075,6463.68,13156.372951771782,0,0,0
Housecall Pro,SMB_76784,2025-01-04 17:39:41.195085,60063,3143.56,8322.458278822018,0,0,0
Housecall Pro,SMB_84951,2025-01-12 17:39:41.248841,44256,2543.41,4952.687380948037,0,0,0
Boulevard,SMB_42897,2024-08-04 17:39:40.954236,42276,4334.7,20596.797695678248,0,0,0
Boulevard,SMB_47091,2024-04-25 17:39:40.983292,53350,4610.92,43688.08486041963,0,1,0
Boulevard,SMB_46235,2025-01-21 17:39:40.977439,62262,6365.64,5848.4635163764115,0,0,0
Priority,SMB_37161,2024-03-28 17:39:40.913081,43357,2637.96,39021.3,0,0,0
Priority,SMB_10154,2024-11-08 17:39:40.717224,49914,2919.89,13218.68824200884,0,0,0
Housecall Pro,SMB_56580,2024-10-22 17:39:41.053452,41119,3864.61,13868.37414543018,0,0,0
Housecall Pro,SMB_94873,2024-03-03 17:39:41.311026,42340,3900.6,38106.0,0,0,0
Priority,SMB_6884,2025-01-10 17:39:40.695702,42047,2279.63,5102.309672113996,0,0,0
Priority,SMB_8095,2024-09-20 17:39:40.702661,60243,4484.11,24111.416242670395,0,0,0
Priority,SMB_29893,2024-06-21 17:39:40.864606,58654,4745.47,38263.089727299746,0,1,0
Priority,SMB_38140,2024-07-05 17:39:40.919677,61665,3348.28,39301.77529509573,0,0,0
Housecall Pro,SMB_56386,2024-12-25 17:39:41.052220,43455,4046.03,7701.388294425602,0,0,0
Priority,SMB_22362,2024-06-17 17:39:40.806293,60029,3349.35,39216.94195555093,0,1,0
Priority,SMB_36750,2024-06-15 17:39:40.910240,35100,2009.35,22119.18280296379,0,0,0
Priority,SMB_4657,2024-06-10 17:39:40.678157,64380,3965.1,40436.52549161588,1,0,0
Priority,SMB_17363,2024-05-02 17:39:40.769741,63720,5382.32,49002.82643211719,0,0,0
Priority,SMB_32849,2024-08-03 17:39:40.885458,47103,5600.47,25949.886711203224,0,0,0
Priority,SMB_240,2024-11-18 17:39:40.645940,60501,3524.93,14182.10138978711,0,0,1
Priority,SMB_35260,2024-10-04 17:39:40.900297,36030,4206.96,11914.598734193605,0,1,0
Priority,SMB_15027,2024-06-29 17:39:40.752242,63791,4009.41,37710.57640159092,0,0,0
Priority,SMB_32058,2024-04-17 17:39:40.880396,44948,4732.99,32597.29706842886,1,0,0
Boulevard,SMB_51293,2024-12-14 17:39:41.013480,34460,2118.79,6393.302420060412,1,0,0
Housecall Pro,SMB_77743,2024-03-06 17:39:41.200737,52619,2738.65,47357.1,0,0,0
Priority,SMB_31589,2024-07-11 17:39:40.877481,32905,2699.25,20283.930370574493,0,0,0
Boulevard,SMB_43138,2024-10-21 17:39:40.956082,53868,5994.31,18595.291913532626,0,0,0
Housecall Pro,SMB_87919,2025-01-23 17:39:41.267363,52248,5093.86,5094.245642996358,0,0,0
Priority,SMB_15889,2024-03-13 17:39:40.758831,49569,2687.45,41881.94915951879,0,1,0
Priority,SMB_15915,2024-12-26 17:39:40.758985,43293,4002.36,6740.486277759507,1,0,0
Housecall Pro,SMB_86238,2024-11-19 17:39:41.256700,32478,1651.85,8948.225088044719,0,0,0
Housecall Pro,SMB_89799,2024-04-16 17:39:41.279237,33471,2635.17,24456.236908440587,0,1,0
Housecall Pro,SMB_92504,2024-09-22 17:39:41.295827,49321,4633.99,21439.619248094576,1,0,0
Housecall Pro,SMB_60967,2024-09-22 17:39:41.079335,42416,4449.68,16148.859738527623,0,0,0
Housecall Pro,SMB_64291,2024-09-28 17:39:41.099966,52363,4377.59,17811.537932301355,0,1,0
Priority,SMB_13800,2025-01-23 17:39:40.742852,60925,4296.98,5889.1541452386045,0,0,0
Housecall Pro,SMB_57047,2024-03-30 17:39:41.056247,63742,3604.49,57002.72685492665,0,0,0
Priority,SMB_7326,2024-09-08 17:39:40.698190,50181,4356.03,21367.620110208703,0,0,0
Priority,SMB_38449,2024-07-27 17:39:40.921778,58043,6109.61,33429.75348683138,0,1,0
Housecall Pro,SMB_70897,2024-05-23 17:39:41.149588,37719,3351.19,27932.07150530484,0,0,0
Housecall Pro,SMB_74871,2024-06-03 17:39:41.183504,51345,4563.67,33561.28379840663,0,1,0
Housecall Pro,SMB_97876,2025-01-05 17:39:41.330747,60931,3783.63,7516.813308055564,0,0,0
Housecall Pro,SMB_57491,2025-01-05 17:39:41.058992,56483,5769.93,8161.509521555704,0,0,0
Priority,SMB_12926,2024-08-18 17:39:40.737277,57489,3659.29,25887.705701771712,0,0,0
Priority,SMB_10993,2024-07-07 17:39:40.724147,46201,3991.97,24742.59912967975,0,0,0
Priority,SMB_31745,2024-11-01 17:39:40.878429,51353,4299.01,14261.090923544425,0,0,0
Housecall Pro,SMB_71937,2024-03-22 17:39:41.159710,48940,3129.56,44046.0,0,0,0
Priority,SMB_424,2024-08-19 17:39:40.647054,54551,4103.27,24936.99260948043,0,0,0
Priority,SMB_38832,2024-03-31 17:39:40.924608,44850,2959.39,36981.61331317713,0,0,0
Priority,SMB_7644,2025-01-13 17:39:40.700056,43285,4082.49,4590.890657858131,0,0,0
Priority,SMB_21258,2024-05-14 17:39:40.796290,32751,3919.45,25756.060717844226,1,0,0
Priority,SMB_34603,2024-09-21 17:39:40.896204,52718,3514.96,21496.62131278932,0,1,0
Housecall Pro,SMB_86866,2024-03-15 17:39:41.260629,37692,3112.39,33922.8,0,0,0
Priority,SMB_35564,2024-12-17 17:39:40.902308,39054,2501.12,6482.3029298625615,0,0,0
Housecall Pro,SMB_77375,2024-09-22 17:39:41.198511,36275,3541.09,15025.443247062687,1,0,0
Housecall Pro,SMB_53058,2024-12-27 17:39:41.027549,50190,3176.18,7144.615673912154,0,0,0
Priority,SMB_1363,2024-12-16 17:39:40.654512,39284,3014.82,7995.443259634811,0,0,0
Housecall Pro,SMB_79477,2024-09-29 17:39:41.211721,38548,2587.19,15117.057640678995,0,0,0
Housecall Pro,SMB_54815,2024-06-05 17:39:41.042792,51188,2955.81,32298.669902602902,0,0,0
Boulevard,SMB_43405,2024-06-15 17:39:40.958450,41545,3667.84,26539.229862811284,0,0,0
Housecall Pro,SMB_93494,2024-03-13 17:39:41.301882,61258,5570.31,55132.200000000004,0,0,0
Housecall Pro,SMB_76636,2024-10-24 17:39:41.194251,46341,4864.56,15418.423908863226,1,0,0
Housecall Pro,SMB_97297,2025-01-01 17:39:41.326364,53197,5386.57,7958.775633928457,0,0,0
Housecall Pro,SMB_73773,2024-06-07 17:39:41.177147,39756,3389.13,29078.714032376014,0,0,0
Housecall Pro,SMB_93357,2024-11-14 17:39:41.300931,57509,6100.45,13688.420737014516,0,0,0
Priority,SMB_11583,2024-10-27 17:39:40.728202,61554,6658.28,18880.987353059416,0,0,0
Housecall Pro,SMB_57507,2024-03-03 17:39:41.059079,39595,3388.96,34711.09822940673,0,1,0
Priority,SMB_10384,2024-12-09 17:39:40.719754,48210,4770.75,9192.406466426548,0,0,0
Priority,SMB_9041,2024-05-28 17:39:40.710397,63120,3314.06,41799.55027373907,0,0,0
Priority,SMB_7835,2024-08-05 17:39:40.701171,32927,2602.69,16437.66367529766,1,0,0
Boulevard,SMB_44837,2025-01-28 17:39:40.967925,56568,4557.71,4238.210283687708,0,0,0
Housecall Pro,SMB_83091,2024-05-08 17:39:41.236323,51748,5999.3,37394.50396511718,0,0,0
Priority,SMB_32622,2024-06-15 17:39:40.883928,48439,4409.68,29973.232510903817,0,0,0
Housecall Pro,SMB_52971,2024-12-19 17:39:41.026855,44286,5230.08,8193.422867493631,1,0,0
Housecall Pro,SMB_65543,2025-01-28 17:39:41.107426,63306,4945.18,5247.65157220562,0,0,0
Priority,SMB_10767,2024-04-15 17:39:40.722641,60168,6596.41,44497.70368751766,0,0,0
Priority,SMB_3848,2024-07-18 17:39:40.670546,60436,5995.57,36550.23855356542,1,0,0
Boulevard,SMB_44571,2024-09-25 17:39:40.966181,64709,6305.55,25148.685228813243,0,0,0
Housecall Pro,SMB_65112,2024-07-05 17:39:41.104831,55694,5697.07,30792.990274659882,0,0,0
Priority,SMB_17406,2024-08-08 17:39:40.769977,50096,4791.87,22959.007414468004,0,0,0
Housecall Pro,SMB_74993,2024-12-18 17:39:41.184207,61110,3777.23,10441.684919390535,0,0,1
Priority,SMB_4876,2024-09-19 17:39:40.680262,32477,3539.81,12947.879135574758,0,0,0
Housecall Pro,SMB_94168,2024-03-04 17:39:41.306221,38288,3027.19,31044.91645864584,0,0,1
Housecall Pro,SMB_87634,2024-04-02 17:39:41.265608,40923,2082.02,33795.08962853004,0,0,0
Boulevard,SMB_42863,2025-01-19 17:39:40.953997,36055,3230.63,3655.078608569943,0,0,0
Boulevard,SMB_48419,2024-06-16 17:39:40.992441,43648,4835.95,26441.01946824713,0,0,0
Boulevard,SMB_44324,2024-03-02 17:39:40.964513,52750,4523.36,47475.0,0,0,1
Housecall Pro,SMB_92664,2024-07-16 17:39:41.296802,48763,3823.14,28452.48601367747,0,1,0
Priority,SMB_21544,2024-04-12 17:39:40.799978,39771,3261.19,32162.90870713833,0,0,0
Boulevard,SMB_48390,2024-12-03 17:39:40.992203,63665,4465.97,14380.81385183235,0,0,0
Housecall Pro,SMB_88927,2025-01-02 17:39:41.273810,50964,5845.48,7786.980312021002,0,0,0
Boulevard,SMB_40918,2024-03-10 17:39:40.939998,35391,3215.0,31851.9,0,0,0
Housecall Pro,SMB_79463,2025-01-12 17:39:41.211597,58074,3992.57,6487.458037699145,1,0,0
Priority,SMB_562,2024-11-18 17:39:40.648176,60169,4688.26,14517.101302822392,0,0,0
Housecall Pro,SMB_52014,2024-06-02 17:39:41.019453,51051,5707.25,33139.654765323234,0,0,0
Housecall Pro,SMB_94321,2024-07-14 17:39:41.307142,58035,4599.7,31115.872441567833,0,0,0
Housecall Pro,SMB_79153,2024-05-31 17:39:41.209405,32494,2198.15,20712.7011298512,0,0,0
Priority,SMB_4105,2024-11-15 17:39:40.672784,46580,4094.36,10987.951344049909,1,0,0
Priority,SMB_29533,2025-01-07 17:39:40.862125,59386,6650.31,7534.4176323202455,1,0,0
Boulevard,SMB_49480,2024-05-24 17:39:40.999950,42143,4343.31,29190.754769230203,0,0,0
Housecall Pro,SMB_78473,2024-06-29 17:39:41.205270,45390,3397.77,30384.23586468057,0,0,0
Housecall Pro,SMB_88517,2024-04-17 17:39:41.271223,49051,4047.43,40528.78499755893,0,0,0
Priority,SMB_4605,2024-09-25 17:39:40.677637,62963,5900.11,24092.503629756604,0,0,0
Priority,SMB_2678,2024-07-21 17:39:40.662833,54086,3426.57,29215.709416621983,0,1,0
Housecall Pro,SMB_79692,2024-07-12 17:39:41.213352,48724,3144.8,29092.64980322688,0,1,0
Housecall Pro,SMB_77046,2025-01-13 17:39:41.196569,47336,3599.17,5501.890935578559,0,0,0
Housecall Pro,SMB_65753,2024-03-29 17:39:41.108684,41781,3273.46,35406.00641712234,0,0,0
Housecall Pro,SMB_54866,2024-07-06 17:39:41.043156,64816,5696.77,38812.226648216965,0,1,0
Housecall Pro,SMB_54439,2025-01-17 17:39:41.040379,41931,2543.98,4481.559738272682,0,0,0
Housecall Pro,SMB_82392,2024-12-27 17:39:41.231766,50008,2901.44,7940.78484436034,0,0,0
Housecall Pro,SMB_80964,2025-01-06 17:39:41.222388,61988,3689.16,9055.4304076125,0,0,0
Housecall Pro,SMB_71993,2024-04-26 17:39:41.160254,44234,2831.82,34430.55719367036,1,0,0
Housecall Pro,SMB_57810,2024-06-15 17:39:41.060837,57761,5708.41,33313.147455645514,0,0,0
Priority,SMB_979,2025-01-19 17:39:40.651342,63784,7129.16,6049.7144319257995,0,0,0
Housecall Pro,SMB_76776,2024-11-06 17:39:41.195042,49263,4318.75,14549.994834693376,1,0,0
Housecall Pro,SMB_57891,2024-05-20 17:39:41.061616,48795,4998.11,31925.244225852508,0,0,0
Housecall Pro,SMB_82230,2024-09-14 17:39:41.230736,64113,6078.64,29733.706793736088,0,0,0
Housecall Pro,SMB_80699,2024-03-13 17:39:41.220601,52626,5687.3,44766.78645691404,1,0,0
Priority,SMB_33231,2024-10-06 17:39:40.887668,60787,4401.13,19636.36895741682,1,0,0
Priority,SMB_21047,2024-04-17 17:39:40.794979,60276,7135.81,52641.46524275017,0,1,0
Boulevard,SMB_41547,2024-04-09 17:39:40.944268,62892,6926.97,46821.74490722978,0,0,0
Housecall Pro,SMB_52055,2024-08-23 17:39:41.019815,33163,2509.19,16015.379642740561,0,0,1
Boulevard,SMB_48406,2024-07-16 17:39:40.992331,51096,2724.41,31641.992760984427,1,0,0
Housecall Pro,SMB_53196,2024-10-09 17:39:41.028599,43682,3756.14,15109.96869887213,0,0,0
Housecall Pro,SMB_76500,2024-09-28 17:39:41.193489,60261,4849.23,24655.860309539188,0,0,0
Boulevard,SMB_42939,2024-09-06 17:39:40.954470,63373,3382.62,28984.004747846444,0,0,0
Housecall Pro,SMB_54159,2025-01-08 17:39:41.038810,42472,2960.44,5160.50206971661,0,1,0
Priority,SMB_17165,2024-07-11 17:39:40.768338,42086,3569.13,23792.88044209431,0,0,1
Priority,SMB_20056,2024-06-01 17:39:40.788992,54177,5547.54,33081.454246188994,0,0,0
Housecall Pro,SMB_76669,2024-05-06 17:39:41.194435,59873,5669.36,40051.92951114499,0,0,0
Housecall Pro,SMB_75761,2024-07-13 17:39:41.188982,45868,3642.1,27928.04770071283,0,0,0
Priority,SMB_38859,2024-09-19 17:39:40.924933,55415,3446.32,24601.71676328119,0,0,0
Housecall Pro,SMB_74618,2024-06-17 17:39:41.182047,57789,6602.76,36641.85118517686,0,0,0
Priority,SMB_26809,2024-04-06 17:39:40.841383,41359,3528.59,36249.43251617179,0,0,0
Priority,SMB_39464,2024-12-25 17:39:40.929570,58936,6546.69,10148.448287418161,0,0,0
Housecall Pro,SMB_60995,2024-08-04 17:39:41.079493,40022,3870.25,19389.754293563245,0,0,0
Priority,SMB_34430,2024-04-23 17:39:40.895171,46241,5358.51,32021.906059856174,0,0,0
Priority,SMB_2714,2024-12-27 17:39:40.663027,48170,4167.86,7383.324638733785,0,0,1
Priority,SMB_38327,2024-03-04 17:39:40.920915,40451,3046.34,36405.9,1,0,0
Priority,SMB_31797,2024-11-18 17:39:40.878724,33571,3005.15,7916.410876089178,0,0,0
Housecall Pro,SMB_67196,2024-09-28 17:39:41.117253,53840,6196.82,22774.857240546204,0,0,0
Housecall Pro,SMB_63942,2024-04-26 17:39:41.097937,55756,5729.6,45768.89395472485,1,0,0
Housecall Pro,SMB_63518,2025-01-06 17:39:41.095383,49748,2664.57,7171.162004674279,0,0,0
Priority,SMB_20799,2024-03-23 17:39:40.793559,37690,1926.65,33921.0,0,0,0
Priority,SMB_12348,2024-12-10 17:39:40.733343,34653,2884.63,7028.691234481157,0,0,0
Priority,SMB_32529,2024-09-02 17:39:40.883373,51391,5106.2,24673.655028534624,0,0,0
Boulevard,SMB_44123,2024-04-30 17:39:40.963282,61451,5682.27,51342.28907786677,0,0,0
Boulevard,SMB_47141,2024-03-04 17:39:40.983589,43470,3780.22,37030.36465505164,0,0,0
Boulevard,SMB_42726,2024-09-27 17:39:40.952753,50667,5632.66,17486.418744188915,0,0,0
Housecall Pro,SMB_76139,2024-05-03 17:39:41.191218,45603,3431.17,31757.655621819275,0,0,0
Priority,SMB_8967,2024-06-09 17:39:40.709889,57760,4891.83,36350.57609320939,0,0,1
Housecall Pro,SMB_80598,2024-09-24 17:39:41.219954,35853,2199.99,13983.580795339689,0,0,1
Housecall Pro,SMB_83451,2025-01-02 17:39:41.239663,56686,6170.71,8614.896420428819,0,0,0
Priority,SMB_14070,2024-07-05 17:39:40.744592,50231,5647.14,33029.04523973083,0,0,0
Boulevard,SMB_50133,2024-03-08 17:39:41.005497,36608,3932.04,32947.200000000004,0,0,0
Housecall Pro,SMB_99019,2024-08-16 17:39:41.338497,34740,3251.2,16638.252781688192,1,0,0
Housecall Pro,SMB_86199,2025-01-23 17:39:41.256465,56247,5844.56,5080.614342874157,0,0,0
Housecall Pro,SMB_53537,2024-04-26 17:39:41.031036,59392,3758.05,47827.02228907103,0,0,0
Housecall Pro,SMB_76828,2024-12-16 17:39:41.195348,38933,4393.01,7689.9878398456585,1,0,0
Priority,SMB_3055,2024-12-10 17:39:40.664975,58683,6759.32,12152.548592665913,0,0,0
Housecall Pro,SMB_63860,2024-08-22 17:39:41.097477,42613,3032.91,18352.52645492761,0,0,0
Housecall Pro,SMB_70663,2024-06-06 17:39:41.147304,38089,2299.73,25373.63492006115,1,0,0
Priority,SMB_7092,2024-07-14 17:39:40.696848,46617,2457.05,27185.173481192152,1,0,0
Priority,SMB_25803,2024-07-05 17:39:40.834669,55208,3070.96,35652.44565252193,1,0,0
Housecall Pro,SMB_91361,2025-01-23 17:39:41.288548,52464,4378.91,5132.596304175108,0,0,0
Boulevard,SMB_50664,2024-09-15 17:39:41.009398,38129,2553.18,14512.40838752161,0,0,0
Priority,SMB_35756,2024-05-01 17:39:40.903491,62028,3149.91,45709.783590954095,0,0,0
Priority,SMB_18123,2024-06-23 17:39:40.775355,62638,5771.86,39102.319953172904,1,0,0
Boulevard,SMB_40389,2024-10-23 17:39:40.936114,61927,6225.66,21054.862720691748,0,0,0
Priority,SMB_251,2024-10-15 17:39:40.646000,58545,4038.06,20502.445149793653,0,0,0
Housecall Pro,SMB_77052,2024-07-01 17:39:41.196613,47805,5209.54,28652.338466048473,0,0,0
Priority,SMB_9581,2024-04-13 17:39:40.713598,52333,5789.81,37804.13031059555,1,0,0
Housecall Pro,SMB_64852,2024-06-27 17:39:41.103308,57795,3897.79,32840.21670351787,0,0,0
Housecall Pro,SMB_60924,2024-09-25 17:39:41.079072,38965,3286.21,14293.849679498164,1,0,0
Housecall Pro,SMB_62468,2025-01-08 17:39:41.088217,63815,7630.55,8752.61921327237,0,0,0
Housecall Pro,SMB_89019,2024-11-01 17:39:41.274383,45338,2494.51,12378.10824475115,0,1,0
Housecall Pro,SMB_59838,2024-07-14 17:39:41.072824,63582,4071.65,33418.342712016936,0,0,0
Priority,SMB_23740,2024-12-07 17:39:40.820926,64350,7462.55,12000.843275214798,0,0,0
Boulevard,SMB_47294,2024-11-03 17:39:40.984579,52941,3921.52,15741.379692835886,1,0,0
Housecall Pro,SMB_88249,2024-08-18 17:39:41.269527,48560,2879.7,25174.826563372546,0,0,0
Housecall Pro,SMB_75854,2025-01-03 17:39:41.189547,64326,6133.0,8724.999519202058,0,0,0
Priority,SMB_28992,2024-04-10 17:39:40.858137,49497,3808.15,36178.54152174827,0,0,0
Housecall Pro,SMB_90442,2024-11-19 17:39:41.283089,52641,3674.71,14065.46877900999,0,0,1
Housecall Pro,SMB_61703,2024-09-27 17:39:41.083586,33228,2205.03,13681.190133067643,0,0,0
Housecall Pro,SMB_90138,2024-08-08 17:39:41.281308,58695,4694.48,28580.558921127926,0,0,1
Priority,SMB_15136,2024-06-26 17:39:40.753263,58560,6390.81,35210.268511976916,0,0,0
Housecall Pro,SMB_94424,2024-03-07 17:39:41.307743,56056,3873.73,50450.4,0,0,0
Priority,SMB_12696,2024-03-31 17:39:40.735811,59857,5915.28,53871.3,0,0,1
Priority,SMB_16374,2024-11-26 17:39:40.762422,61072,6963.55,13689.197037636843,0,0,1
Priority,SMB_20692,2024-04-24 17:39:40.792856,46972,3374.54,37319.51526933388,1,0,0
Housecall Pro,SMB_74172,2024-08-22 17:39:41.179494,48386,2794.65,20506.76646587915,1,0,0
Priority,SMB_21843,2024-11-11 17:39:40.802307,51134,5106.98,12664.238731751633,1,0,0
Housecall Pro,SMB_69295,2024-07-08 17:39:41.133840,38480,3705.46,24667.089142158056,0,0,0
Housecall Pro,SMB_97513,2024-08-11 17:39:41.327698,41423,4913.92,21574.54143880993,0,0,0
Priority,SMB_19988,2024-05-13 17:39:40.788559,35213,3357.28,27631.00774448498,0,0,0
Priority,SMB_28731,2024-08-16 17:39:40.856113,51451,5917.84,25629.928499581816,1,0,0
Boulevard,SMB_45513,2024-05-14 17:39:40.972568,38029,3900.27,25609.456354534977,0,1,0
Priority,SMB_37383,2024-10-06 17:39:40.914648,63151,6028.71,23053.873314656423,0,0,0
Priority,SMB_34819,2024-06-11 17:39:40.897603,35261,2640.87,22134.661286142556,0,0,0
Priority,SMB_35347,2024-11-03 17:39:40.900846,44420,4083.83,13232.555717079616,0,0,0
Priority,SMB_25481,2024-09-01 17:39:40.832165,37814,3770.25,17597.681623874807,0,0,0
Housecall Pro,SMB_61934,2024-12-11 17:39:41.084892,49976,3365.07,9337.709434918786,0,0,0
Housecall Pro,SMB_54194,2025-01-23 17:39:41.039011,59737,4656.53,5861.920800501832,0,0,0
Housecall Pro,SMB_59042,2025-01-08 17:39:41.068180,38068,3248.19,5244.987867418571,0,1,0
Housecall Pro,SMB_65335,2024-12-14 17:39:41.106259,56037,2922.93,9950.397068051601,0,0,0
Boulevard,SMB_45147,2025-01-04 17:39:40.970080,40081,4086.44,5525.982403849757,0,1,0
Housecall Pro,SMB_78343,2024-07-20 17:39:41.204313,37138,2166.32,18559.469951370236,1,0,0
Priority,SMB_11485,2024-12-17 17:39:40.727644,60984,6090.17,11876.252221622002,0,0,0
Priority,SMB_22836,2024-10-05 17:39:40.812068,45287,4007.83,16639.97540174084,0,0,0
Priority,SMB_15076,2024-12-31 17:39:40.752678,54354,4225.34,8393.182288629638,0,0,0
Priority,SMB_31050,2024-03-01 17:39:40.872874,51161,2802.99,45093.53080578114,0,0,0
Priority,SMB_1949,2024-05-03 17:39:40.658377,46069,5436.34,31696.79549248758,0,0,0
Housecall Pro,SMB_87156,2024-12-23 17:39:41.262488,51905,5329.78,9182.195790412128,0,0,0
Priority,SMB_21286,2024-10-06 17:39:40.796492,33894,2928.75,12500.764990992404,0,0,0
Priority,SMB_22492,2024-09-24 17:39:40.807894,36730,3850.07,14933.246723173674,0,0,0
Priority,SMB_16865,2024-10-20 17:39:40.766254,53590,5383.95,18544.194235253548,0,0,0
Housecall Pro,SMB_87734,2024-07-29 17:39:41.266219,58707,3063.57,34400.0685297304,0,1,0
Boulevard,SMB_42150,2024-03-22 17:39:40.948329,35272,2540.98,31744.8,1,0,0
Housecall Pro,SMB_52691,2024-05-08 17:39:41.024420,54214,3719.93,38216.21428071014,0,0,0
Boulevard,SMB_50333,2024-12-19 17:39:41.007105,39842,2005.67,6507.407900953103,0,0,0
Boulevard,SMB_50129,2024-07-07 17:39:41.005478,37385,4478.88,22320.759881958784,0,0,0
Priority,SMB_14162,2024-08-19 17:39:40.745516,60966,7178.9,30822.403915091323,0,0,0
Housecall Pro,SMB_78704,2024-10-23 17:39:41.206766,43567,3925.68,12960.48291139892,0,0,0
Priority,SMB_32645,2024-04-20 17:39:40.884156,60567,5166.49,47796.82650472294,0,0,0
Boulevard,SMB_48966,2024-06-29 17:39:40.996582,44957,2380.98,25768.216531802005,0,0,0
Housecall Pro,SMB_54921,2024-04-19 17:39:41.043608,33755,1767.08,24024.57429886013,0,0,0
Priority,SMB_24852,2024-07-01 17:39:40.828342,43647,2808.75,28542.926622762716,0,1,0
Boulevard,SMB_40153,2024-04-10 17:39:40.934383,49998,4756.1,44756.575579285,0,0,0
Housecall Pro,SMB_77442,2024-04-04 17:39:41.198907,59259,4165.36,46930.37756398437,0,0,0
Priority,SMB_19137,2024-10-18 17:39:40.783232,50429,4650.12,16270.442035663957,1,0,0
Housecall Pro,SMB_91734,2024-03-16 17:39:41.291012,52459,4379.38,47213.1,0,1,0
Boulevard,SMB_47616,2024-03-10 17:39:40.987033,38012,2339.52,30848.792494196317,0,1,0
Housecall Pro,SMB_99883,2024-10-19 17:39:41.343948,37360,3788.16,11490.822786944627,0,0,0
Housecall Pro,SMB_59745,2024-05-28 17:39:41.072303,57391,3735.1,35617.435973447755,1,0,0
Housecall Pro,SMB_56421,2024-09-14 17:39:41.052440,39230,2462.35,16260.987340875006,0,0,0
Housecall Pro,SMB_54641,2025-01-15 17:39:41.041728,43600,2900.9,4264.08154411009,0,0,0
Boulevard,SMB_47991,2024-10-07 17:39:40.989596,48624,5036.79,19064.717193253986,0,0,0
Priority,SMB_38708,2024-07-06 17:39:40.923491,51779,5448.47,28839.320570697804,1,0,0
Housecall Pro,SMB_53349,2024-10-06 17:39:41.029702,47193,2608.58,17836.723182981517,0,0,0
Housecall Pro,SMB_78191,2024-11-10 17:39:41.203445,37839,3154.1,9838.302705028014,0,0,0
Housecall Pro,SMB_92625,2024-06-20 17:39:41.296576,47923,3522.52,32315.61559966555,0,1,0
Priority,SMB_26344,2024-05-21 17:39:40.838123,41338,2761.26,28574.25452475192,0,0,0
Housecall Pro,SMB_74579,2024-12-01 17:39:41.181829,60743,5567.95,12451.520561831165,0,0,0
Housecall Pro,SMB_77042,2024-10-04 17:39:41.196547,43831,2516.71,14363.674489443772,0,0,0
Boulevard,SMB_50513,2024-07-28 17:39:41.008365,55408,3710.39,32477.707647751864,0,0,0
Housecall Pro,SMB_78565,2024-03-31 17:39:41.205886,62579,5593.55,55475.85932123594,0,0,0
Housecall Pro,SMB_74449,2024-05-06 17:39:41.181069,47024,3464.13,35403.60316754152,0,0,0
Housecall Pro,SMB_84164,2024-05-11 17:39:41.244050,44632,2522.37,30116.797930568835,0,0,0
